US,31.02872413924359
Singapore,4.637790360281565
Indonesia,1.5147928313233776
Thailand,1.2187988298004186
Malaysia,0.9315105342046057
Philippines,0.6529279445359385
Vietnam,0.06964564741716679
Cash,0.7275809831380872
North America,6.453295252022525
Europe & Middle East ex UK,1.078003638822769
United Kingdom,3.2746201035196663
Japan,10.450934513837359
Emerging Markets,1.006384401073899
Pacific ex-Japan,0.1334009396332186
Germany,2.277475763093064
France,1.4849141975366777
Switzerland,0.747012050294525
Netherlands,0.6468031167184302
Spain,0.4099456373567515
Denmark,0.40083573430437935
Italy,0.35528621904251806
Finland,0.20041786715218968
Sweden,0.10931883662846707
Norway,0.08198912747135033
Belgium,0.0
Ireland,0.0
Portugal,0.0
Austria,0.0
Europe & Middle East Ex Uk,2.9937306944282347
Pacific Ex Japan,0.330675872628168
United States,13.605763042583142
Canada,0.0
China,5.311539596139532
Taiwan,2.5126737432366677
Hong Kong,0.3587472223292037
India,4.251201735227716
Korea,0.42137542203295375
Australia,0.31603156652471537
Net Liquidity,0.011704872834248717
